date,sales,promotion
2023-06-25,182,0
2023-06-26,204,0
2023-06-27,208,0
2023-06-28,181,0
2023-06-29,222,0
2023-06-30,226,0
2023-07-01,192,0
2023-07-02,190,0
2023-07-03,188,0
2023-07-04,187,0
2023-07-05,214,0
2023-07-06,188,0
2023-07-07,214,0
2023-07-08,185,0
2023-07-09,193,0
2023-07-10,192,0
2023-07-11,212,0
2023-07-12,209,0
2023-07-13,202,0
2023-07-14,195,0
2023-07-15,213,0
2023-07-16,243,1
2023-07-17,211,0
2023-07-18,173,0
2023-07-19,196,0
2023-07-20,174,0
2023-07-21,198,0
2023-07-22,222,0
2023-07-23,205,1
2023-07-24,206,0
2023-07-25,219,0
2023-07-26,189,0
2023-07-27,206,0
2023-07-28,193,1
2023-07-29,200,0
2023-07-30,208,0
2023-07-31,204,0
2023-08-01,212,1
2023-08-02,186,1
2023-08-03,190,0
2023-08-04,208,1
2023-08-05,195,0
2023-08-06,229,0
2023-08-07,213,0
2023-08-08,222,0
2023-08-09,196,0
2023-08-10,213,0
2023-08-11,201,0
2023-08-12,215,0
2023-08-13,200,1
2023-08-14,190,0
2023-08-15,223,0
2023-08-16,178,0
2023-08-17,175,0
2023-08-18,201,1
2023-08-19,235,0
2023-08-20,232,0
2023-08-21,206,0
2023-08-22,205,0
2023-08-23,207,0
2023-08-24,183,1
2023-08-25,189,0
2023-08-26,215,1
2023-08-27,176,0
2023-08-28,199,0
2023-08-29,195,1
2023-08-30,193,0
2023-08-31,183,0
2023-09-01,176,0
2023-09-02,225,0
2023-09-03,217,1
2023-09-04,202,1
2023-09-05,180,0
2023-09-06,172,1
2023-09-07,206,1
2023-09-08,202,0
2023-09-09,208,0
2023-09-10,193,0
2023-09-11,181,0
2023-09-12,176,0
2023-09-13,207,0
2023-09-14,187,0
2023-09-15,216,0
2023-09-16,184,0
2023-09-17,205,0
2023-09-18,186,0
2023-09-19,204,0
2023-09-20,183,0
2023-09-21,196,0
2023-09-22,187,0
2023-09-23,192,0
2023-09-24,180,0
2023-09-25,208,0
2023-09-26,202,0
2023-09-27,237,0
2023-09-28,199,0
2023-09-29,186,0
2023-09-30,212,1
2023-10-01,158,0
2023-10-02,207,0
2023-10-03,188,0
2023-10-04,176,0
2023-10-05,199,0
2023-10-06,212,0
2023-10-07,205,0
2023-10-08,192,1
2023-10-09,189,1
2023-10-10,208,1
2023-10-11,201,0
2023-10-12,196,0
2023-10-13,208,0
2023-10-14,201,0
2023-10-15,200,0
2023-10-16,193,0
2023-10-17,173,0
2023-10-18,201,0
2023-10-19,202,0
2023-10-20,197,0
2023-10-21,204,0
2023-10-22,189,0
2023-10-23,211,0
2023-10-24,221,0
2023-10-25,202,0
2023-10-26,219,1
2023-10-27,200,0
2023-10-28,206,0
2023-10-29,180,0
2023-10-30,210,1
2023-10-31,201,0
2023-11-01,199,0
2023-11-02,205,0
2023-11-03,197,0
2023-11-04,204,1
2023-11-05,205,0
2023-11-06,201,0
2023-11-07,206,0
2023-11-08,215,0
2023-11-09,203,0
2023-11-10,218,0
2023-11-11,194,1
2023-11-12,177,0
2023-11-13,205,0
2023-11-14,198,0
2023-11-15,186,0
2023-11-16,223,0
2023-11-17,186,0
2023-11-18,194,0
2023-11-19,220,0
2023-11-20,200,0
2023-11-21,213,0
2023-11-22,204,0
2023-11-23,191,0
2023-11-24,212,0
2023-11-25,209,0
2023-11-26,214,1
2023-11-27,197,0
2023-11-28,185,0
2023-11-29,197,0
2023-11-30,195,0
2023-12-01,202,0
2023-12-02,187,0
2023-12-03,240,0
2023-12-04,205,0
2023-12-05,190,1
2023-12-06,199,0
2023-12-07,203,0
2023-12-08,192,0
2023-12-09,202,0
2023-12-10,214,0
2023-12-11,198,1
2023-12-12,199,1
2023-12-13,196,0
2023-12-14,197,1
2023-12-15,186,0
2023-12-16,197,0
2023-12-17,204,1
2023-12-18,188,0
2023-12-19,197,0
2023-12-20,190,1
2023-12-21,226,1
2023-12-22,220,0
2023-12-23,220,1
2023-12-24,210,1
2023-12-25,201,1
2023-12-26,206,0
2023-12-27,202,0
2023-12-28,185,0
2023-12-29,211,0
2023-12-30,223,1
2023-12-31,237,0
